title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Public Relations Manager,Middle,"Destination Eats Co., Ltd.",Wattana,Degree,5 years,Full Time,Hospitality / Catering,"Hospitality / F & B > Management , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > PR General",57500
Spa Manager/ผู้จัดการสปา,Middle,Bangkok Thai Spa/กรุงเทพไทยสปา,Bangkok Area - Samutsakorn,Degree,2 years,"Full Time, Permanent",Health & Beauty Care,"Beauty Care / Health > Spa Therapist / Fitness / Sports & Recreation , Beauty Care / Health > Others",30000
Pricing Coordinator,"","Orient Star International Logistics Co., Ltd.",Bangkoknoi,Degree,2 years,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Transportation & Logistics > Freight Forwarding , Transportation & Logistics > Supply Chain , Transportation & Logistics > Export Import",25000
System Engineer (3 positions),"","ESP Asian Center Co., Ltd.",Wattana,Degree,Not Specified,"Full Time, Permanent",Motor Vehicles,"Engineering > Others , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",22500
IT DATA SPECIALIST (SQL SERVER),"","AA Talent Recruitment Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Health & Beauty Care,Information Technology (IT) > DBA,62500
Senior Export Sales Executive (Europe/ Middle East)(Japan/Korea)(Lao/Cambodia/Myanmar),"","iBingo Consulting Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Sales Management",45000
Administrative Staff (full time),"",The German-Southeast Asian Center of Excellence for Public Policy and Good Governance (CPG),Bangkok,Degree,Not Specified,Full Time,Charity / Social Services / Non-Profit Organisation,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support , Public / Civil > Social Services / Non-profit Organization",23000
Customer Experience Specialist,Not Specified,Teledirect Telecommerce Sdn Bhd,Overseas,Not Specified,Not Specified,Full Time,Hospitality / Catering,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing",32500
Senior / Recruitment Consultant(Good Commission Payout/ Basic Salary Nego/Emquartier/Immediate!!),"","Linktrix (Thailand) Co., Ltd.",Wattana,Degree,1 year,Full Time,Human Resources Management / Consultancy,"Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search",50000
Technical Sales Executive(Coating)50,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",57500
เจ้าหน้าที่ Sale Service ประจำสำนักงานกรุงเทพฯ   จำนวน 10 อัตรา/เจ้าหน้าที่ Sale Service ประจำสำนักงานกรุงเทพฯ   จำนวน 10 อัตรา,"","Hexa Ceram Co., Ltd.",Pravet,High School Certificate,> 20,"Full Time, Permanent",Manufacturing,"Sales, CS & Business Devpt > Customer Service",15000
Online Sales/พนักงานขายออนไลน์,"","Nitan Co.,ltd",Dusit,High School Certificate,N/A,"Full Time, Permanent",Clothing / Garment / Textile,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",16500
Claim Assessor/พิจารณาสินไหม,Entry Level,Thai Samsung Life Insurance PCL.,Huaykwang,Degree,N/A,Full Time,Insurance / Pension Funding,Insurance > Claims Officer,22500
PHP Web Developer/เว็บโปรแกรมเมอร์,"","AIRPORTELs CO., LTD.",Klongtoey,Not Specified,Not Specified,"Contract, Full Time, Internship",Freight Forwarding / Delivery / Shipping,Information Technology (IT) > Programming / Software Development,27500
MOBILE APPLICATION DEVELOPER,"","AAPICO ITS Co., Ltd./บริษัท อาปิโก ไอทีเอส จำกัด",Pathumwan,Degree,3 years,Full Time,Information Technology,"Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",62500
Copywriter / Editor,"","Ctrip Computer Technology (Shanghai) Co., Ltd",Overseas,Not Specified,Not Specified,Full Time,Tourism / Travel Agency,"Media & Advertising > Editorial / Journalism , Marketing / Public Relations > Copy-writing",95000
Receptionist cum Admin,Not Specified,"INSIGHTASIA RESEARCH GROUP (THAILAND) CO., LTD.",Bangrak,Not Specified,Not Specified,Full Time,Management Consultancy / Service,Admin & HR > Administration / Operation / Clerical Support,18000
Foreign Language Customer Service Big C Patong,Middle,Big C Supercenter Public Company Limited,Phuket,Degree,Not Specified,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service",20500
Marketing Officer / เจ้าหน้าที่การตลาด,"","HATYAI APPLICATION CO., LTD.",Songkhla,Degree,N/A,"Full Time, Permanent",Information Technology,Marketing / Public Relations > Marketing General,16500
Senior Software Developer (Education Products & Services),"",Chanwanich Group/กลุ่มบริษัทจันวาณิชย์,Bangrak,Degree,3 years,"Full Time, Permanent",Information Technology,"Engineering > Electrical / Electronics , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",57500
Office Administrator,"","Doulon Electronics Co., Ltd",Wattana,Not Specified,Not Specified,Full Time,Engineering - Electrical / Electronic / Mechanical,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant",20500
Researcher (Economic & Business Analyst),"",Adecco Japanese,Sathorn,Master,5 years,Full Time,General Business Services,Marketing / Public Relations > Market Research,57500
Sales Executive (Horeca / Hotels Channel) Bangkok & South Thailand,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,1 year,Full Time,Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",37500
Electrical Energy Engineer/วิศวกรไฟฟ้าพลังงาน,"","Energy Response Co., Ltd./บริษัท เอ็นเนอร์จี้ เรสปอนส์ จำกัด",Bangkok,Degree,2 years,Full Time,Energy / Power / Water / Oil & Gas / Waste Management,"Engineering > Energy / Natural Resources , Engineering > Electrical / Electronics",32500
Sale Executive,Entry Level,"ASIA PACIFIC PAPER CO., LTD.",Bangkok,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Others",25000
Technical Manager,"",Vinarco Services (Thailand) Limited,Jatuchak,Degree,7 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Engineering > Electrical / Electronics , Engineering > Engineering Project Management , Engineering > Others",105000
Accountant & Financial Officer/เจ้าหน้าที่บัญชี,"","Fulcrum Lettings Management (Thailand) Co., Ltd./ฟัลครัม เลทติ้ง เเมเนทเมนท์ ประเทศไทย (สำนักงานใหญ่) จำกัด",Klongtoey,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale / Retail,"Accounting > General Accounting , Accounting > Others",25000
HR Supervisor,"",JAC AYUTTHAYA,Ayutthaya,Degree,N/A,Full Time,Engineering - Electrical / Electronic / Mechanical,"Admin & HR > Compensation & Benefits , Admin & HR > Training & Development",37500
Production Supervisor (Wangnoi Factory),Middle,Tipco Foods Public Company Limited,Ayutthaya,Degree,1 year,"Full Time, Permanent",Food and Beverage / Catering,"Engineering > Manufacturing & Production , Sciences, Lab, R&D > Food Science , Manufacturing > Manufacturing Management",25000
admin,"","Ingenious Technology Co., Ltd.",Suanluang,Degree,Not Specified,Full Time,Trading and Distribution,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Others",14500
Assistance Manager,Middle,BASF - Asia Pacific,Klongtoey,Degree,3 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Banking / Finance > Corporate Finance , Banking / Finance > Financial Services , Sales, CS & Business Devpt > Account Servicing",72500
System Analyst,Middle,"Zenithsoft Co., Ltd.",Prakket,Degree,5 years,"Contract, Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > IT Consulting",57500
Sales Coordinator,Entry Level,"Fatima R.B.D.S International Co., Ltd.",Phayathai,Degree,2 years,"Full Time, Permanent",Information Technology,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Sales, CS & Business Devpt > Others",22500
Senior Manager Insights,Senior,TNS (Thailand) Ltd.,Sathorn,Degree,5 years,"Full Time, Permanent",Research / Survey,Marketing / Public Relations > Market Research,105000
Structural Engineer,Entry Level,"H. ENGINEER CO., LTD./บริษัท เอช เอ็นจิเนียร์ จำกัด",Bangsue,Degree,N/A,"Full Time, Permanent",Architecture / Building / Construction,"Building & Construction > Building / Construction / QS , Engineering > Others",22500
Administrator/พนักงานธุรการ,Entry Level,"EIJI SKIN EXPERT CO., LTD.",Others,Degree,N/A,Full Time,Health & Beauty Care,Admin & HR > Administration / Operation / Clerical Support,14500
Sales Coordinator/Import,Entry Level,"Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Human Resources Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",23000
Software Tester,"","Pakgon Co., Ltd.",Bangrak,Degree,1 year,Full Time,Information Technology,Information Technology (IT) > Application Specialist - Software,20500
Sales Officer  / พนักงานขาย,"",S2K Foods Company Limited,Saraburi,Degree,N/A,"Full Time, Permanent",General Business Services,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",16500
Technical Support,"","Hyrope (Thailand) Co., Ltd.",Chonburi,Degree,Not Specified,Full Time,Wholesale / Retail,Engineering > Industrial,22500
Sales Associate Fashion (Mandarin),"","Staffers Recruitment Consultants Co., Ltd.",Bangkok,Degree,3 years,Full Time,Clothing / Garment / Textile,"Sales, CS & Business Devpt > Retail Sales",40000
Telemarketing Supervisor,"",Chubb Samaggi Insurance Public Company Limited,Wattana,Degree,3 years,"Full Time, Permanent",Insurance / Pension Funding,"Insurance > Others , Sales, CS & Business Devpt > Tele-sales (Telemarketing)",40000
Production Planning Officer for Rubber Latex / Lad Krabang ( 40,"",MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Engineering > Manufacturing & Production , Manufacturing > Manufacturing Management , Manufacturing > Production Planning / Control",57500
รปภ. (เจ้าหน้าที่รักษาความปลอดภัย),Entry Level,Tonkla School/โรงเรียนต้นกล้า เชียงใหม่,Chiang Mai,(N/A),N/A,Permanent,Education,Others > Others,9000
Head department Chief  of  Warehouse/หัวหน้าแผนกคลังสินค้า,Senior,"Lampang Food Products Co., Ltd.",Lampang,Degree,7 years,"Full Time, Permanent",Food and Beverage / Catering,"Management > General Management , Transportation & Logistics > Inventory / Warehousing , Manufacturing > Others",35000
Import,Entry Level,Orenburg Consulting Group,Saraburi,Degree,3 years,"Contract, Temporary",Human Resources Management / Consultancy,"Transportation & Logistics > Freight Forwarding , Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",45000
Shipping Manager　,"","BANDAI LOGIPAL(THAILAND)Co.,Ltd.",Chachoengsao,Degree,N/A,Full Time,Freight Forwarding / Delivery / Shipping,"Transportation & Logistics > Others , Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",40000
Trading Desk Account Director,"",Big Mobile Group,Bangkok,Degree,4 years,"Full Time, Permanent",Information Technology,Media & Advertising > Others,50000
Key Account Supervisor,Middle,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,Prakanong,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution",30000
Marketing Manager (5+ yrs in Digital Marketing,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Engineering - Others,"Marketing / Public Relations > Management , Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing Communication",80000
Accounting manager,Middle,"Whatsnew Co., Ltd.",Sathorn,Degree,2 years,Full Time,Advertising / Public Relations / Marketing Services,"Accounting > Taxation , Banking / Finance > Treasury , Others > Skill worker",37500
PURCHASING and LOGISTICS MANAGER,"","The Tigris Moon Co.,Ltd",Chiang Mai,Degree,3 years,"Full Time, Permanent",Clothing / Garment / Textile,"Manufacturing > Production Planning / Control , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",25000
Regulatory Affair(Senior),"","Will 9 Recruitment Co., Ltd.",Pathumwan,Degree,N/A,Full Time,Medical / Pharmaceutical,Medical Services > Pharmaceutical,62500
Membership Sale & Relation Officer,"","Siam Motors Co., Ltd.",Chonburi,Degree,3 years,"Full Time, Permanent",Hospitality / Catering,"Management > General Management , Hospitality / F & B > Management , Hospitality / F & B > Operation",25000
Application Development Manager,"","Parker Bridge Recruitment Co., Ltd.",Bangkok,Degree,10 years,"Full Time, Permanent",Insurance / Pension Funding,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",140000
Real estate Investment Manager / Suanlung Rama IX,"","Jmax Recruitment Co., Ltd.",Suanluang,Master,5 years,"Full Time, Permanent",Property Development,Property > Property Management,105000
Business Consultant / Functional Consultant,"",Triple Dot Consulting,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > IT Consulting",72500
Telesales/พนักงานขาย/ดูแลลูกค้า,"","FastShip Co., Ltd./ฟาสต์ชิพ",Laksri,Degree,2 years,"Full Time, Part Time, Permanent, Temporary",Freight Forwarding / Delivery / Shipping,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Tele-sales (Telemarketing) , Transportation & Logistics > Export Import",20500
Accounting and Administrative Executive  up to 50k,"",RSM Recruitment (Thailand) Limited,Bangkok,Degree,3 years,Full Time,Human Resources Management / Consultancy,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant",37500
Sales Assistant Manager (Big Data) 70,"",MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,5 years,Full Time,Information Technology,"Information Technology (IT) > IT Consulting , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",82500
SALES MANAGER FOR BUSINESS ANALYTICS,Senior,JAC International,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead",67500
Marketing Manager (Japanese Speaking),"",Adecco Recruitment (Thailand) Limited,Wattana,Not Specified,Not Specified,Full Time,Medical / Pharmaceutical,Marketing / Public Relations > Marketing General,45000
SALES MANAGER (Parking System) Urgent !!/ผู้จัดการแผนกระบบจอดรถ,Middle,Mecomb (Thailand) Limited/บริษัท (เมคคอมบ์) ประเทศไทย จำกัด,Prakanong,Degree,5 years,"Full Time, Permanent",Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing",72500
Thai Chef / Cook,Senior,Bangkok Thai Cooking Academy/แบงคอก ไทย คุ๊กกิ้ง อคาเดมี่,Overseas,(N/A),3 years,Contract,Food and Beverage / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Others",67500
Productivity Control Engineer (10 Position),"","Standard Units Supply (Thailand) Co., Ltd.",Lampoon,Degree,2 years,Full Time,Manufacturing,"Engineering > Engineering Project Management , Engineering > Industrial , Engineering > Manufacturing & Production",25000
Sales Engineer (in,"","EXOGRO CO., LTD.",Bangyai,Degree,N/A,"Full Time, Permanent",Engineering - Others,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Others",25500
SEO Specialist,Middle,"RWP CO., LTD.",Chonburi,Degree,3 years,Full Time,Tourism / Travel Agency,"Information Technology (IT) > Internet / SEO , Marketing / Public Relations > Marketing Communication",32500
Sales & Recruitment Consultant (many positions !!),"","Pasona HR Consulting Recruitment (Thailand) Co., Ltd.",Sathorn,Degree,N/A,"Full Time, Permanent",Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Customer Service , Admin & HR > Recruitment / Executive Search",25000
Service Engineer Job (Food and Beverages),"","Monroe Recruitment Consulting Group Co., Ltd.",Bangkok,Degree,10 years,Full Time,Engineering - Electrical / Electronic / Mechanical,"Engineering > Industrial , Engineering > Maintenance , Engineering > Mechanical",40000
Graphic Designer/เจ้าหน้าที่กราฟฟิคดีไซน์,"","Kornbadin Intertrade Co., Ltd.",Huaykwang,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,"Media & Advertising > Strategic Planning , Design > Graphics , Information Technology (IT) > Network & System",30000
System Analyst,"","Hyweb Technology (Thailand) Co., Ltd./บริษัท ไฮเว็บ เทคโนโลยี (ไทยแลนด์) จำกัด",Huaykwang,Degree,N/A,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development",40000
Accounting Manager (Trading/FMCG) 120K,"","PUZZLE PIECE SOLUTIONS CO., LTD.",Bangkok,Degree,9 years,Full Time,Trading and Distribution,"Accounting > General Accounting , Accounting > Audit , Accounting > Others",125000
Corporate Secreatry,"",Synnex (Thailand) Public Company Limited,Ladprao,Degree,5 years,Full Time,Trading and Distribution,"Admin & HR > Secretary / Personal Assistant , Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",27500
ผู้จัดการโรงงาน,Senior,"Grand Asia Food Industry CO.,LTD.",Rajchaburi,Degree,5 years,Permanent,Food and Beverage / Catering,"Sciences, Lab, R&D > Food Science , Management > General Management , Manufacturing > Manufacturing Management",72500
Website Developer Officer/เจ้าหน้าที่พัฒนาเว็บไซต์,"","App-Bit Studio Co., Ltd./บริษัท แอพบิท สตูดิโอ จำกัด",Bangkor-laem,Degree,1 year,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",22500
Sales Specialist ***Urgent Required*** (5 Positions),"","M3 Technologies (Thailand) Co., Ltd./บริษัท เอ็ม3 เทคโนโลยีส์ (ประเทศไทย) จำกัด",Wattana,Degree,N/A,"Full Time, Permanent",Others,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",18000
Secretary to GM & MARCOM Maven Hotel by Major Development/Secretary to GM & MARCOM,Entry Level,"MJ ONE Co., Ltd.",Huaykwang,(N/A),2 years,Full Time,Hospitality / Catering,"Admin & HR > Secretary / Personal Assistant , Hospitality / F & B > Operation , Marketing / Public Relations > Marketing Communication",22500
Online Marketing,"","East Enterprises Co., Ltd.",Wattana,Not Specified,Not Specified,Full Time,Trading and Distribution,Marketing / Public Relations > Marketing Communication,30000
Junior IT Support,"",Adecco Engineering & IT,Bangkok,Degree,1 year,"Contract, Full Time",Health & Beauty Care,"Information Technology (IT) > Support , Information Technology (IT) > Network & System , Information Technology (IT) > Others",30000
Admin Office / Assistant Purchasing / assistant Accountant/ผู้ช่วยจัดซื้อ บัญชี และประสานงาน,Entry Level,Athena Siam Limited,Chiang Mai,Diploma of High Vocational Education,1 year,"Contract, Full Time",Architecture / Building / Construction,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",13000
Account Executive (Flavor / Food Ingredients),Entry Level,"360 Quality Management Co., Ltd.",Wattana,Degree,N/A,Full Time,Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Account Servicing",37500
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Auditor (Database and Programming),"","Chan Wanich Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > IT Auditing , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > IT Consulting",25000
Digital Marketing Director (100K+),Top,"IDEABOY RECRUITMENT CO., LTD.",Nonthaburi > Muang,Degree,5 years,Permanent,Media / Publishing / Printing,Media & Advertising > Production,125000
IT Support/เจ้าหน้าทีไอที,Entry Level,"NORTHERN CLOUD TECHNOLOGY CO., LTD.",Chiang Rai,Degree,1 year,"Full Time, Permanent",Information Technology,Information Technology (IT) > Network & System,20500
Sales Engineer/เซลล์ เอ็นจิเนียร์,"","igus (Thailand) Co., Ltd.",Eastern,Degree,2 years,Full Time,Trading and Distribution,"Engineering > Electrical / Electronics , Engineering > Manufacturing & Production , Engineering > Mechanical",37500
Marketing and Business Development (Scientist),"","ALS Laboratory Group (Thailand) Co., Ltd.",Suanluang,Degree,Not Specified,"Full Time, Permanent",Research / Survey,"Sales, CS & Business Devpt > Business Development , Sciences, Lab, R&D > Research & Development (R&D)",27500
Sales Manager (Infrastructure) :Business Construction Chemicals,Entry Level,Cormix International Limited/คอร์มิกซ์ อินเตอร์เนชั่นแนล จำกัด,Meenburi,Degree,8 years,Full Time,Architecture / Building / Construction,"Building & Construction > Civil / Structural , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",72500
Programmer,Entry Level,PSS GROUP (THAILAND) COMPANY LIMITED,Samutprakarn > Muang,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,Information Technology (IT) > Programming / Software Development,27500
Project Manager (Software Development),Not Specified,"Skillpower Services (Thailand) Co., Ltd.",Bangrak,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management / Consultancy,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",105000
DW / BI Developer,"","Ake Business Consultant Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > IT Consulting",25500
Senior Developer   ด่วน !!,Middle,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development",52500
EHS Engineer (Fire),Entry Level,CANADIAN SOLAR MANUFACTURING (THAILAND) COMPANY LIMITED,Chonburi,Degree,2 years,Full Time,Trading and Distribution,Engineering > Health / Safety / Environmental,32500
Property Consultant (Sales),"",Thai Easy Condo/ไทย อีซี่ คอนโด,Klongtoey,(N/A),N/A,Full Time,Property Development,"Property > Property Consultancy , Sales, CS & Business Devpt > Sales Management",30000
พนักงานขายกล้อง (CM)  2  อัตรา,"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Others",18000
Brand Manager,Not Specified,Adecco Recruitment (Thailand) Limited,Bangkok,Not Specified,Not Specified,Full Time,Trading and Distribution,Beauty Care / Health > Others,62500
IT Product Manager (3+ yrs as Product Manager for IT,Senior,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Others , Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Account Servicing",80000
Chief Sales Officer (CSO),"","GIZTIX CO., LTD.",Bangplee,Not Specified,Not Specified,Permanent,Information Technology,"Transportation & Logistics > Shipping , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",40000
Ruby Developer,"",JAC International,Bangrak,Degree,1 year,"Full Time, Permanent",Others,Information Technology (IT) > Application Specialist - Software,32500
Sales & Event Marketing Representative,Entry Level,Cosmo Corporation Group,Rajthevee,Diploma of High Vocational Education,N/A,"Freelance, Full Time, Part Time",Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Others",25000
บริการ,Entry Level,"UBON CENTRAL SPORT LTD., PART.",Ubon Ratchathani,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing",7500
Purchasing Admin/ธรุการจัดซื้อ,"","Cosma Lab Co., Ltd./บริษัท คอสมา แล็บ จำกัด",Bangkhuntien,High School Certificate,N/A,"Full Time, Permanent",Health & Beauty Care,"Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",18000
Sales & Marketing (Import – Export),"","Toyotsu Chemiplas (Thailand) Co., Ltd.",Dindaeng,Degree,N/A,"Full Time, Permanent",Trading and Distribution,"Merchandising & Purchasing > Merchandising - Others , Sales, CS & Business Devpt > Sales Management , Transportation & Logistics > Export Import",20500
Business Developer / Account Manager (Based in Phuket),Entry Level,"Navigo Samui Co., Ltd.",Phuket,Degree,N/A,Full Time,Tourism / Travel Agency,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > Others",27500
4x C# .NET Developers,Middle,"Parker Bridge Recruitment Co., Ltd.",Bangkok,Degree,4 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > MIS , Information Technology (IT) > Programming / Software Development",95000
Sales Executive,"",JAC International,Bangkok,Degree,1 year,"Full Time, Permanent",Clothing / Garment / Textile,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Direct",30000
Research Assistant/Executive,Not Specified,"INSIGHTASIA RESEARCH GROUP (THAILAND) CO., LTD.",Bangrak,Not Specified,Not Specified,Full Time,Management Consultancy / Service,Marketing / Public Relations > Market Research,30000
Sales Engineer,Entry Level,"Sang Chai Meter Co.,Ltd./บริษัท แสงชัยมิเตอร์ จำกัด",Phayathai,Degree,2 years,"Full Time, Permanent",Electronics / Electrical Equipment,"Engineering > Electrical / Electronics , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",25000
Senior Developer   ด่วน !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development",52500
Senior System Engineer,Senior,"Pakgon Co., Ltd.",Bangkok,Degree,3 years,Full Time,Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > Network & System",27500
Service Engineer / Trading Machine @ Bangna,"","echoas Japanese Recruitment (Thailand) Co., Ltd.",Bangkok,Degree,1 year,"Full Time, Permanent",Trading and Distribution,"Engineering > Maintenance , Engineering > Mechanical , Engineering > Others",30000
Sales Executive (13K,Entry Level,"Kokoro Sato Co., Ltd./บริษัท โคะโคโระ ซาโตะ จำกัด",Sathorn,Degree,2 years,Permanent,Manufacturing,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing",21500
Marketing Brand Assistant Manager,"","Natura Remedee Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Health & Beauty Care,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Others",25000
Sales & Marketing Support (Good English),"","Webapp Co., Ltd.",Klongsan,Degree,3 years,Full Time,Information Technology,Marketing / Public Relations > Marketing Communication,27500
