title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
System Analysis Specialist   ด่วน !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > MIS",57500
Accounting & Finance Manager/Asst. Manager,"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,4 years,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Audit , Accounting > Credit Control",72500
PRODUCT SPECIALIST,"",Cosmo Group Public Company Limited,Prakanong,Degree,3 years,Full Time,Jewellery / Gems / Watches,"Sciences, Lab, R&D > Life Science , Manufacturing > Others , Medical Services > Medical Services Technician",45000
Digital Marketing Manager/ผู้จัดการฝ่ายการตลาดออนไลน์,"",Food Capitals Public Company Limited,Wattana,Degree,1 year,"Full Time, Permanent",Food and Beverage / Catering,"Hospitality / F & B > F & B , Marketing / Public Relations > Marketing Communication",52500
Assistant and secretary,"","Siam MT Co., Ltd.",Klongtoey,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Property Management / Consultancy,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant",30000
Support Assistant/เจ้าหน้าที่สื่อสารสัมพันธ์และธุรการ,"","Rapbizz Direct Co., Ltd.",Bangbor,(N/A),N/A,Full Time,Information Technology,Marketing / Public Relations > PR General,15000
Quality Engineer,"","DONGXUDA (THAILAND) CO., LTD.",Ayutthaya,Degree,2 years,Full Time,Industrial Machinery / Automation Equipment,"Engineering > Others , Manufacturing > Quality Assurance, Control & Testing / ISO",22500
Project Coordinator /ผู้ประสานงานโครงการ,"","KEEN EYE CO.,LTD./บริษัท คีนอายน์ จำกัด",Suanluang,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Design > Web Design , Management > General Management , Information Technology (IT) > Others",20500
SEO Specialist,"","J.S.Technical Services Co., Ltd.",Sathorn,Degree,2 years,Full Time,Tourism / Travel Agency,Media & Advertising > Others,40000
Factory Management Control Team Leader,"","Hyrope (Thailand) Co., Ltd.",Chonburi,Degree,N/A,Full Time,Wholesale / Retail,Manufacturing > Others,32500
General Manager of Human Resources (Japanese MFG),"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,10 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Employee Relations , Admin & HR > Training & Development",95000
Operations Manager Inbound Travel Agency,Middle,"",Jatuchak,High School Certificate,2 years,"Contract, Full Time, Permanent",Tourism / Travel Agency,Hospitality / F & B > Tourism / Travel Agency,30000
Finance Manager (BTS Line/Up to 130k/Urgent!!!),"","Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,15 years,"Full Time, Permanent",Food and Beverage / Catering,"Banking / Finance > Analysis , Banking / Finance > Treasury",105000
Sales Executive,"","Brand Identity and Innovation Co., Ltd.",Bangkruai,Degree,1 year,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Channel / Distribution , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Wholesale",22500
System Analysis Specialist   ด่วน !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > MIS",57500
HR Supervisor,Entry Level,JAC AYUTTHAYA,Ayutthaya,Degree,N/A,Full Time,Engineering - Electrical / Electronic / Mechanical,"Admin & HR > Compensation & Benefits , Admin & HR > Training & Development",37500
Packaging Artworker (Finished Artist),"","GROUP24/7 Worldwide (Thailand) Co., Ltd.",Bangkapi,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Media / Publishing / Printing,"Media & Advertising > Creative / Design , Media & Advertising > Production , Design > Graphics",27500
Purchase Engineering Manager,"",Manpower Thailand - Eastern Seaboard Branch,Rayong,Degree,7 years,"Full Time, Permanent",Manufacturing,"Engineering > Electrical / Electronics , Merchandising & Purchasing > Industrial , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",140000
Technical Control/Production process/ Process Engineering /ผู้ชำนาญการวิเคราะห์กระบวนการผลิต,"","FIFTH CONSULTING CO., LTD.",Rayong,Degree,1 year,Full Time,Manufacturing,Manufacturing > Others,27500
Senior HR (Exp 5+ yrs in HRM,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Trading and Distribution,"Admin & HR > Compensation & Benefits , Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search",50000
M&E Manager/ Construction (Nimit,Middle,RSM Recruitment (Thailand) Limited,Prakket,Degree,5 years,Full Time,"Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural",62500
PYTHON DEVELOPER (Experienced),"",MOHARA,Bangkok,Degree,N/A,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Testing / QA",57500
Engineer Administration Support (1 Year Contract / 20 – 30 K),Entry Level,"TT Network Integration (Thailand) Co., Ltd.",Bangbor,Degree,1 year,"Contract, Full Time",Information Technology,Management > General Management,20500
***ด่วนมาก*** Japanese Speaking HR & General Affairs Staff,"",JAC Recruitment Thailand,Bangsaotong,(N/A),N/A,Full Time,Manufacturing,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search",42500
System Analyst    ด่วน !!,Middle,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > MIS",37500
Sales Representative ( Event Channel ),"","Ultimate International Marketing Co.,Ltd.",Bangkok,Degree,N/A,"Contract, Full Time",Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Event Marketing",25000
Thai Speaking HR Generalist (Based in Malaysia),"",SELLBYTEL Services Malaysia Sdn Bhd,Overseas,Degree,7 years,Full Time,Others,Admin & HR > Others,72500
Country Sales Manager (Access Control Systems),Top,Q Hunter Company Limited,Bangkok,Degree,8 years,Full Time,Security / Fire / Electronic Access Controls,"Management > General Management , Sales, CS & Business Devpt > Sales Management",140000
Pre Sales (Server,Middle,Synnex (Thailand) Public Company Limited,Ladprao,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Engineering > Others , Information Technology (IT) > Application Specialist - Network , Information Technology (IT) > Network & System",30000
Sales & Marketing Specialists,Entry Level,Triple Eight Property Limited,Chonburi,Degree,1 year,"Contract, Permanent",General Business Services,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Others",16500
Auditor (Server & Network),"","Chan Wanich Co., Ltd.",Bangrak,Degree,1 year,"Full Time, Permanent",Information Technology,"Information Technology (IT) > IT Auditing , Information Technology (IT) > Security , Information Technology (IT) > IT Consulting",27500
IMMEDIATE START,"",EV Development Company Limited,Klongtoey,Degree,N/A,"Full Time, Permanent",Others,"Media & Advertising > Creative / Design , Design > Industrial / Product , Engineering > Electrical / Electronics",57500
Programmer and Programmer Analyst ด่วน !!,Entry Level,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Others > Student / Fresh Graduate / No Experience",30000
Application Maintenance Support at Bangkok Area Nonthaburi (Urgent Required),Entry Level,CTC Global (Thailand) Ltd.,Prakket,Degree,1 year,Full Time,Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > Support , Information Technology (IT) > Programming / Software Development",25000
Electrician,"",JAC AYUTTHAYA,Ayutthaya,Diploma of High Vocational Education,2 years,Full Time,Electronics / Electrical Equipment,"Engineering > Electrical / Electronics , Manufacturing > Others",16500
Receptionist,"",Trivelles,Sathorn,High School Certificate,2 years,Full Time,Property Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Hospitality / F & B > Operation",30000
Team Real Estate Manager wanted,"","Siam MT Co., Ltd.",Klongtoey,Degree,5 years,"Full Time, Permanent",Property Management / Consultancy,"Marketing / Public Relations > Marketing General , Property > Property Consultancy , Property > Property Management",57500
Procurement Manager,"",en world Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Food and Beverage / Catering,"",80000
SAP HR/ HCM,Middle,en world Thailand,Bangkok,Degree,2 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Support , Information Technology (IT) > Others",50000
IT Manager,"",JAC International,Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > IT Project Management / Team Lead,72500
Training Manager (Restaurant business),Middle,"Destination Resort Co., Ltd.",Wattana,Degree,5 years,Full Time,Hospitality / Catering,"Admin & HR > Administration / Operation / Clerical Support , Hospitality / F & B > Management , Admin & HR > Training & Development",50000
Corporate Finance Manager,Senior,"Yan Wal Yun Corporation Group Co., Ltd.",Sathorn,Degree,10 years,Permanent,Food and Beverage / Catering,"Accounting > Audit , Banking / Finance > Corporate Finance , Banking / Finance > Financial Services",67500
Operation manager,"","Atlantic Foods Co., Ltd.",Bangkok Area - Samutsakorn,Degree,Not Specified,Full Time,Food and Beverage / Catering,"Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",45000
Senior Process Executive for MNC (Thai & English Speaking / based in Beijing,"",Agensi Pekerjaan Times Management Consultancy Sdn Bhd,Overseas,Degree,2 years,"Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service",25500
PC/พีซีประจำห้าง,Entry Level,"Wine & Spirit Trading Co., Ltd.",Bangkok,High School Certificate,1 year,Full Time,Food and Beverage / Catering,"Sales, CS & Business Devpt > Retail Sales",9000
Customer Support Representative,Not Specified,ICA Ortho Services Pte Ltd,Klongtoey,Not Specified,Not Specified,Full Time,Medical / Pharmaceutical,"Sales, CS & Business Devpt > Customer Service",57500
Sales Engineer (New Graduate Students,Entry Level,"Smartcruit Consultant Co., Ltd.",Eastern,Degree,N/A,"Full Time, Permanent",Electronics / Electrical Equipment,"Engineering > Electrical / Electronics , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Others > Student / Fresh Graduate / No Experience",40000
Junior HR  ( Work Permit /Visa),Entry Level,CENTRAL GROUP,Bangrak,Degree,1 year,"Full Time, Permanent",Wholesale / Retail,Admin & HR > Administration / Operation / Clerical Support,20500
Service Technician,Entry Level,"Intelligent Innovation Co., Ltd.",Meenburi,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Telecommunication,"Engineering > Electrical / Electronics , Others > Technician , Telecomm > Telecommunications Technical support",14500
Presales Specialist (BTS Line/Up to 70k/No car),"","Linktrix (Thailand) Co., Ltd.",Wattana,Degree,8 years,"Full Time, Permanent",Telecommunication,"Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Telecomm > Systems Security , Telecomm > Telecommunications Technical support",62500
Retail Administrator,"","Staffers Recruitment Consultants Co., Ltd.",Yannawa,Not Specified,Not Specified,"Contract, Temporary",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service",25000
Sales Representative (English or Chinese speaking)/พนักงานขาย,Entry Level,"KIN LONG HARDWARE (THAILAND) CO., LTD.",Klongtoey,Degree,N/A,"Contract, Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Building / Construction / QS , Engineering > Engineering Project Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",27500
ผู้จัดการฝ่ายขายและการตลาด/ผู้จัดการฝ่ายขายและการตลาด,Senior,"PSS Metal Sheet Co., Ltd",Phrachinburi,Degree,5 years,"Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey",Management > General Management,40000
Sales Executive,"","Orisoft (Thailand) Co., Ltd.",Sathorn,Degree,2 years,"Full Time, Permanent",Information Technology,"Marketing / Public Relations > Brand / Product Management , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution",30000
คนสวน/คนสวน,Not Specified,"T N D Foods Industry Co., Ltd.",Chonburi,(N/A),N/A,"Full Time, Permanent",Food and Beverage / Catering,Others > Others,11500
OTA Manager,Not Specified,"Quality Export Co., Ltd.",Phuket,(N/A),1 year,Permanent,Hospitality / Catering,"Hospitality / F & B > Management , Hospitality / F & B > Others , Hospitality / F & B > Tourism / Travel Agency",20500
Accounting Manager (Japanese Automotive Manufacturing),Senior,en world Thailand,Ayutthaya,Degree,10 years,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Audit , Accounting > Others",72500
Senior Talent Acquisition Executive / Senior HR Recruiter,"","Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,2 years,"Full Time, Permanent",Information Technology,"Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",37500
Sales Manager (Chinese nationality),Middle,"Gowu (Thailand) Co., Ltd./บริษัท โกวู  (ประเทศไทย)  จำกัด",Prakanong,Degree,5 years,"Full Time, Permanent",Property Management / Consultancy,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",62500
Brand Management Supervisor (CLMV),"","Skillsolved Recruitment Co., Ltd.",Bangkok,Degree,Not Specified,Full Time,Food and Beverage / Catering,Marketing / Public Relations > Brand / Product Management,62500
Accountant/บัญชีและการเงิน,"","Giant Point Co., Ltd.",Klongtoey,Degree,N/A,"Full Time, Permanent",Media / Publishing / Printing,"Accounting > General Accounting , Accounting > Taxation , Banking / Finance > Others",20500
Foreign Trade Salesman/พนักงานขายการค้าต่างประเทศ,Middle,"Rensin Thai Co.,ltd",Huaykwang,Degree,3 years,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",20500
Sales Officer,"","Dockweiler Asia Co., Ltd.",Yannawa,Degree,2 years,"Full Time, Permanent",Manufacturing,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",30000
Assistant Accounting,"","FIFTH CONSULTING CO., LTD.",Rayong,Degree,10 years,"Full Time, Permanent",Motor Vehicles,Accounting > General Accounting,57500
Import,Entry Level,Orenburg Consulting Group,Saraburi,Degree,3 years,"Contract, Temporary",Human Resources Management / Consultancy,"Transportation & Logistics > Freight Forwarding , Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",45000
Visual Merchandising Manager,Middle,Spring Professional Recruitment (Thailand) Limited,Prakanong,Degree,5 years,Full Time,Human Resources Management / Consultancy,Merchandising & Purchasing > Merchandising - Others,105000
Production Engineer/วิศวกรการผลิต,Middle,"Perfect Companion Group Co., Ltd.",Bangsaotong,Degree,N/A,Full Time,Manufacturing,"Engineering > Industrial , Engineering > Manufacturing & Production , Engineering > Mechanical",25000
Sales Advisor,"","Bestfarm Co.,Ltd.",Sapan-suang,Degree,N/A,Permanent,Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing",32500
หัวหน้ากลุ่มสาระภาษาไทย,Senior,Tonkla School/โรงเรียนต้นกล้า เชียงใหม่,Chiang Mai,Master,5 years,Permanent,Education,Education > Teacher,25000
Purchasing Officer (1+ yr exp in Purchasing,"","Smartcruit Consultant Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Merchandising & Purchasing > Industrial , Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",22500
Account Executive,"",Lockton Overseas Ltd (Rep Office),Bangkok,Degree,3 years,Full Time,Insurance / Pension Funding,"Insurance > Insurance Agent / Broker , Marketing / Public Relations > Others , Sales, CS & Business Devpt > Account Servicing",27500
HR Supervisor/หัวหน้าแผนกบุคคล,Middle,"Eurosia Trading Co., Ltd.",Bangkae,Degree,5 years,Permanent,Trading and Distribution,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search",57500
Accounting Officer,Entry Level,Cycling Track Management Company Limited (CTMC),Bangplee,Degree,2 years,Full Time,Charity / Social Services / Non-Profit Organisation,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",23000
SAP System Analyst,Middle,"NEO Factory Co., Ltd./บริษัท นีโอ แฟคทอรี่ จำกัด",lamlookka,Degree,1 year,"Full Time, Permanent",Manufacturing,Manufacturing > General / Production,62500
Project Coordinator/ผู้ติดต่อประสานงานโครงการ,Not Specified,"AK 91 GROUP CO., LTD.",Ladprao,Not Specified,Not Specified,Full Time,Wholesale / Retail,Admin & HR > Administration / Operation / Clerical Support,14500
Project Sales Executive/พนักงานขายประจำโครงการ,Middle,"NEX Inno Tech Co., Ltd.",Huaykwang,Degree,2 years,Full Time,Electronics / Electrical Equipment,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",25000
General Manager,Senior,"Nichiworld Co., Ltd.",Suanluang,Degree,5 years,Permanent,Others,"Management > General Management , Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",105000
Senior Recruitment Consultant,"",Criterion Asia Recruitment,Bangkok,Degree,3 years,"Full Time, Permanent",Human Resources Management / Consultancy,Admin & HR > Recruitment / Executive Search,72500
Interior Designer/นักออกแบบตกแต่งภายใน,Not Specified,"Mindscape Architect Co., Ltd.",Sathorn,Degree,2 years,"Freelance, Full Time, Internship, Part Time",Interior Design / Graphic Design,Design > Interior,32500
PCT Technician (Support),"","NAPASORN SERVICE GROUP CO., LTD.",Huaykwang,Degree,> 20,Contract,Human Resources Management / Consultancy,"Design > Others , Building & Construction > Building / Construction / QS , Building & Construction > Civil / Structural",25500
Project Manager,"","Renova Group Co., Ltd./บริษัท รีโนวา กรุ๊ป จำกัด",Bangkae,Degree,3 years,Permanent,Property Development,"Sales, CS & Business Devpt > Business Development , Property > Property Management",67500
Accounting Manager/ผู้จัดการแผนกบัญชี,Senior,Golden Cream Ltd.,Thonburi,Degree,Not Specified,Permanent,Food and Beverage / Catering,"Accounting > General Accounting , Accounting > Others",62500
Programmer and Programmer Analyst (Urgent),Entry Level,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Others > Student / Fresh Graduate / No Experience",30000
Sales Representative/พนักงานขาย,Entry Level,"TAI YIN LIANG PIN TRADING CO., LTD.",Chiang Mai,High School Certificate,N/A,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Others",14500
Technical Support & Training Specialist,"",ICA Ortho Services Pte Ltd,Klongtoey,Not Specified,Not Specified,Full Time,Medical / Pharmaceutical,"Information Technology (IT) > Support , Others > Others",57500
IT Support/ฝ่ายสนับสนุนด้านไอที,Entry Level,Triple Eight Property Limited,Chonburi,Degree,1 year,"Contract, Permanent",General Business Services,"Information Technology (IT) > Network & System , Information Technology (IT) > Others",16500
Sales Representative,"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Japanese Speaking Interpreter,Not Specified,JAC Recruitment Thailand,Bangkok,Not Specified,Not Specified,Full Time,Manufacturing,Professional Services > Translation,62500
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Underwriting Manager (Marine)/Underwriting Manager (Marine),Middle,"IDEABOY RECRUITMENT CO., LTD.",Klongsan,Degree,3 years,Full Time,Insurance / Pension Funding,Insurance > Underwriter,57500
IMMEDIATE START,"",EV Development Company Limited,Klongtoey,Degree,1 year,"Full Time, Permanent",Others,"Sales, CS & Business Devpt > Customer Service , Hospitality / F & B > F & B , Hospitality / F & B > Tourism / Travel Agency",30000
ช่างซ่อมบำรุง เสริมขับรถ 2อัตรา/ช่างซ่อมบำรุง เสริมขับรถ 2อัตรา,Entry Level,"SAIREE HUT CO., LTD.",Surat Thani,(N/A),1 year,"Full Time, Permanent",Hospitality / Catering,Hospitality / F & B > Management,13000
Accounting Officer,"",CHU KAI PUBLIC COMPANY LIMITED,Bangsaotong,Degree,3 years,Permanent,Motor Vehicles,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",25000
International Sales (30K,"","Index Living Mall Co., Ltd.",Bangkhuntien,Degree,3 years,Full Time,Wholesale / Retail,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Wholesale",50000
Legal Manager/ผู้จัดการฝ่ายกฏหมาย (BTS Line),Senior,JAC International,Klongtoey,Degree,6 years,Full Time,Legal Services,"Professional Services > Legal & Compliance , Manufacturing > Others",105000
Sales (Plastic) (Up to 50k/BTS Line),"","Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",40000
Accounting Officer/เจ้าหน้าที่บัญชี,"","Cosma Lab Co., Ltd./บริษัท คอสมา แล็บ จำกัด",Bangkhuntien,High School Certificate,1 year,"Full Time, Permanent",Health & Beauty Care,"Accounting > General Accounting , Accounting > Taxation , Admin & HR > Administration / Operation / Clerical Support",16500
Sales Representative (BKK/Up,"",IDS Medical Systems (Thailand) Company Ltd.,Others,Degree,Not Specified,Full Time,Medical / Pharmaceutical,Medical Services > Medical Services Technician,20500
Executive Secretary,Entry Level,CENTRAL GROUP,Bangkok,Degree,2 years,Permanent,Wholesale / Retail,Admin & HR > Secretary / Personal Assistant,45000
BUSINESS FINANCIAL ANALYST [Sukumvit],Middle,JAC International,Wattana,Degree,3 years,"Full Time, Permanent",Others,"Banking / Finance > Analysis , Professional Services > Business Analysis / Data Analysis , Professional Services > Business Consultancy",72500
Payroll & Remuneration Supervisor,Middle,Gunkul Engineering Public Company Limited./บริษัท กันกุล เอ็นจิเนียริ่ง จำกัด (มหาชน),Dusit,Degree,5 years,"Full Time, Permanent",Energy / Power / Water / Oil & Gas / Waste Management,Admin & HR > Compensation & Benefits,32500
Merciendise/เมอร์เชี่ยนไดซ์,Entry Level,"Wine & Spirit Trading Co., Ltd.",Bangkok,High School Certificate,1 year,Full Time,Food and Beverage / Catering,"Sales, CS & Business Devpt > Retail Sales",11500
SALES EXECUTIVE 3G MOBILE DVR LOGISTICS /พนักงานขาย ระบบ 3G Mobile DVR Logistics,Entry Level,"Digital Focus Co., Ltd.",Bangkok,Degree,1 year,Permanent,Trading and Distribution,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Others",19000
Sales Team Manager / Fundraising Events & Roadshows Team Manager/ผู้จัดการทีมอีเว้นท์/โรดโชว์ (แบบตัว,"",OmniRaise,Prakanong,(N/A),4 years,Full Time,Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing",37500
R&D Marketing Manager,"",JAC AYUTTHAYA,Ayutthaya,Degree,5 years,Full Time,Food and Beverage / Catering,"Sciences, Lab, R&D > Food Science , Marketing / Public Relations > Brand / Product Management , Sciences, Lab, R&D > Research & Development (R&D)",57500
Software Engineer (C#.Net,"",Ngernturbo Company Limited/บริษัท เงินเทอร์โบ จำกัด,Prakket,Degree,N/A,Full Time,Financial Services,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",32500
Purchaser Officer (Junior Mechanical),Entry Level,"R V CONNEX CO., LTD.",Klongluang,Degree,N/A,"Full Time, Permanent",Engineering - Others,Merchandising & Purchasing > Industrial,25000
Senior Graphic Designer (up to 100K),"",JAC International,Ladkrabang,Degree,10 years,Full Time,Clothing / Garment / Textile,Design > Fashion,105000
Export Officer,Middle,"Thai Hitachi Enamel Wire Co., Ltd.",Chachoengsao,Degree,2 years,"Full Time, Permanent",Electronics / Electrical Equipment,"Transportation & Logistics > Others , Sales, CS & Business Devpt > Customer Service , Transportation & Logistics > Export Import",25000
Senior Developer   ด่วน !!,Middle,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development",52500
Accounting Officer,Entry Level,Thai Reinsurance Public Company Limited,Huaykwang,Degree,N/A,"Full Time, Permanent",Insurance / Pension Funding,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",25500
Sales Engineer,Entry Level,"San Ho (Thailand) Co., Ltd.",Bangbon,Diploma of High Vocational Education,N/A,Permanent,Industrial Machinery / Automation Equipment,"Engineering > Others , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Direct",23000
Finance Officer,Entry Level,"ASIA PACIFIC PAPER CO., LTD.",Yannawa,Degree,4 years,Full Time,Packaging,Accounting > General Accounting,25000
Personal Assistant to Managing Director,Middle,"EUROHAUS MOTORSPORT CO., LTD.",Wattana,Degree,3 years,Full Time,Motor Vehicles,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Admin & HR > Others",30000
B.O.I.,"","Chin Chin (Thailand) Co., Ltd.",Rayong,Not Specified,Not Specified,Permanent,Manufacturing,Admin & HR > Administration / Operation / Clerical Support,22500
Web Developer (Wordpress & PHP) [Urgent!],"","AG DRAGON CO., LTD.",Jatuchak,Degree,2 years,"Contract, Full Time, Permanent",Wholesale / Retail,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Network & System",25000
Maintenance Technician ช่างอาคาร/วิศวกรซ่อมบำรุง/ช่างซ่อมบำรุง ประจำอาคารสูง,Not Specified,"Skillpower Services (Thailand) Co., Ltd.",Klongsan,High School Certificate,2 years,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey",Engineering > Maintenance,25500
Accounting Officer / เจ้าหน้าที่บัญชี,"","Carro (Thailand) Co., Ltd.",Jatuchak,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Information Technology,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",14500
JAVA Programmer/โปรแกรมเมอร์ Java,"","SAENRUK INNOVATION CO., LTD./แสนรัก อินโนเวชั่น จำกัด",Ladprao,Degree,1 year,Permanent,Information Technology,"Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others , Others > Student / Fresh Graduate / No Experience",50000
Technical Sales Representative/ผู้แทนขายวัตถุดิบเครื่องสำอาง,Entry Level,"BESTRA CO., LTD.",Bangkok Area - Samutsakorn,Degree,1 year,Permanent,Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Direct",30000
Product Manager/ผู้จัดการผลิตภัณฑ์,"","Abbra Co., Ltd.",Phayathai,Degree,5 years,Permanent,Food and Beverage / Catering,Marketing / Public Relations > Market Research,37500
Retail Manager,Senior,Page Group Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Wholesale / Retail,"Management > General Management , Sales, CS & Business Devpt > Retail Sales",80000
